father1	mother1	child1	father2	mother2	child2	count
00	00	11	11	00	01	0
00	00	11	11	00	11	0
00	00	11	11	01	00	0
00	00	11	11	01	01	0
00	00	11	11	01	11	0
00	00	11	11	11	00	0
00	00	11	11	11	01	0
00	00	11	11	11	11	0
00	01	00	00	00	00	110
00	01	00	00	00	01	0
00	01	00	00	00	11	0
00	01	00	00	01	00	22429
00	01	00	00	01	01	6
00	01	00	00	01	11	0
00	01	00	00	11	00	12
00	01	00	00	11	01	0
00	01	00	00	11	11	0
00	01	00	01	00	00	0
00	01	00	01	00	01	0
00	01	00	01	00	11	0
00	01	00	01	01	00	58
00	01	00	01	01	01	0
00	01	00	01	01	11	0
00	01	00	01	11	00	0
00	01	00	01	11	01	0
00	01	00	01	11	11	0
00	01	00	11	00	00	0
00	01	00	11	00	01	0
00	01	00	11	00	11	0
00	01	00	11	01	00	17
00	01	00	11	01	01	0
00	01	00	11	01	11	0
00	01	00	11	11	00	0
00	01	00	11	11	01	0
00	01	00	11	11	11	0
00	01	01	00	00	00	0
00	01	01	00	00	01	8
00	01	01	00	00	11	0
00	01	01	00	01	00	7
00	01	01	00	01	01	11899
00	01	01	00	01	11	10
00	01	01	00	11	00	0
00	01	01	00	11	01	6
00	01	01	00	11	11	0
00	01	01	01	00	00	0
00	01	01	01	00	01	0
00	01	01	01	00	11	0
00	01	01	01	01	00	0
00	01	01	01	01	01	16
00	01	01	01	01	11	0
00	01	01	01	11	00	0
00	01	01	01	11	01	0
00	01	01	01	11	11	0
00	01	01	11	00	00	0
00	01	01	11	00	01	0
00	01	01	11	00	11	0
00	01	01	11	01	00	0
00	01	01	11	01	01	6
00	01	01	11	01	11	0
00	01	01	11	11	00	0
00	01	01	11	11	01	0
00	01	01	11	11	11	0
00	01	11	00	00	00	0
00	01	11	00	00	01	0
00	01	11	00	00	11	0
00	01	11	00	01	00	2
00	01	11	00	01	01	19
00	01	11	00	01	11	61
00	01	11	00	11	00	0
00	01	11	00	11	01	0
00	01	11	00	11	11	0
00	01	11	01	00	00	0
00	01	11	01	00	01	0
00	01	11	01	00	11	0
00	01	11	01	01	00	0
00	01	11	01	01	01	0
00	01	11	01	01	11	16
00	01	11	01	11	00	0
00	01	11	01	11	01	0
00	01	11	01	11	11	0
00	01	11	11	00	00	0
00	01	11	11	00	01	0
00	01	11	11	00	11	0
00	01	11	11	01	00	0
00	01	11	11	01	01	0
00	01	11	11	01	11	6
00	01	11	11	11	00	0
00	01	11	11	11	01	0
00	01	11	11	11	11	0
00	11	00	00	00	00	55
00	11	00	00	00	01	0
00	11	00	00	00	11	0
00	11	00	00	01	00	29
00	11	00	00	01	01	0
00	11	00	00	01	11	0
00	11	00	00	11	00	73
00	11	00	00	11	01	4
00	11	00	00	11	11	0
00	11	00	01	00	00	0
00	11	00	01	00	01	0
00	11	00	01	00	11	0
00	11	00	01	01	00	0
00	11	00	01	01	01	0
00	11	00	01	01	11	0
00	11	00	01	11	00	0
00	11	00	01	11	01	0
00	11	00	01	11	11	0
00	11	00	11	00	00	0
00	11	00	11	00	01	0
00	11	00	11	00	11	0
00	11	00	11	01	00	0
00	11	00	11	01	01	0
00	11	00	11	01	11	0
00	11	00	11	11	00	0
00	11	00	11	11	01	1
00	11	00	11	11	11	0
00	11	01	00	00	00	0
00	11	01	00	00	01	6
00	11	01	00	00	11	0
00	11	01	00	01	00	0
00	11	01	00	01	01	10
00	11	01	00	01	11	0
00	11	01	00	11	00	1
00	11	01	00	11	01	13361
00	11	01	00	11	11	4
00	11	01	01	00	00	0
00	11	01	01	00	01	0
00	11	01	01	00	11	0
00	11	01	01	01	00	0
00	11	01	01	01	01	0
00	11	01	01	01	11	0
00	11	01	01	11	00	0
00	11	01	01	11	01	26
00	11	01	01	11	11	1
00	11	01	11	00	00	0
00	11	01	11	00	01	0
00	11	01	11	00	11	0
00	11	01	11	01	00	0
00	11	01	11	01	01	0
00	11	01	11	01	11	0
00	11	01	11	11	00	0
00	11	01	11	11	01	4
00	11	01	11	11	11	0
00	11	11	00	00	00	0
00	11	11	00	00	01	0
00	11	11	00	00	11	0
00	11	11	00	01	00	0
00	11	11	00	01	01	0
00	11	11	00	01	11	0
00	11	11	00	11	00	0
00	11	11	00	11	01	5
00	11	11	00	11	11	57
00	11	11	01	00	00	0
00	11	11	01	00	01	0
00	11	11	01	00	11	0
00	11	11	01	01	00	0
00	11	11	01	01	01	0
00	11	11	01	01	11	0
00	11	11	01	11	00	0
00	11	11	01	11	01	0
00	11	11	01	11	11	18
00	11	11	11	00	00	0
00	11	11	11	00	01	0
00	11	11	11	00	11	0
00	11	11	11	01	00	0
00	11	11	11	01	01	0
00	11	11	11	01	11	0
00	11	11	11	11	00	0
00	11	11	11	11	01	0
00	11	11	11	11	11	7
01	00	00	00	00	00	111
01	00	00	00	00	01	0
01	00	00	00	00	11	0
01	00	00	00	01	00	0
01	00	00	00	01	01	0
01	00	00	00	01	11	0
01	00	00	00	11	00	0
01	00	00	00	11	01	0
01	00	00	00	11	11	0
01	00	00	01	00	00	48705
01	00	00	01	00	01	20
01	00	00	01	00	11	11
01	00	00	01	01	00	57
01	00	00	01	01	01	0
01	00	00	01	01	11	0
01	00	00	01	11	00	19
01	00	00	01	11	01	0
01	00	00	01	11	11	1
01	00	00	11	00	00	22
01	00	00	11	00	01	0
01	00	00	11	00	11	0
01	00	00	11	01	00	0
01	00	00	11	01	01	0
01	00	00	11	01	11	0
01	00	00	11	11	00	0
01	00	00	11	11	01	0
01	00	00	11	11	11	0
01	00	01	00	00	00	0
01	00	01	00	00	01	44
01	00	01	00	00	11	0
01	00	01	00	01	00	0
01	00	01	00	01	01	0
01	00	01	00	01	11	0
01	00	01	00	11	00	0
01	00	01	00	11	01	0
01	00	01	00	11	11	0
01	00	01	01	00	00	25
01	00	01	01	00	01	52676
01	00	01	01	00	11	41
01	00	01	01	01	00	0
01	00	01	01	01	01	39
01	00	01	01	01	11	1
01	00	01	01	11	00	0
01	00	01	01	11	01	10
01	00	01	01	11	11	0
01	00	01	11	00	00	0
01	00	01	11	00	01	65
01	00	01	11	00	11	1
01	00	01	11	01	00	0
01	00	01	11	01	01	0
01	00	01	11	01	11	0
01	00	01	11	11	00	0
01	00	01	11	11	01	0
01	00	01	11	11	11	0
01	00	11	00	00	00	0
01	00	11	00	00	01	1
01	00	11	00	00	11	0
01	00	11	00	01	00	0
01	00	11	00	01	01	0
01	00	11	00	01	11	0
01	00	11	00	11	00	0
01	00	11	00	11	01	0
01	00	11	00	11	11	0
01	00	11	01	00	00	6
01	00	11	01	00	01	43
01	00	11	01	00	11	107
01	00	11	01	01	00	0
01	00	11	01	01	01	0
01	00	11	01	01	11	43
01	00	11	01	11	00	0
01	00	11	01	11	01	0
01	00	11	01	11	11	14
01	00	11	11	00	00	0
01	00	11	11	00	01	0
01	00	11	11	00	11	0
01	00	11	11	01	00	0
01	00	11	11	01	01	0
01	00	11	11	01	11	1
01	00	11	11	11	00	0
01	00	11	11	11	01	0
01	00	11	11	11	11	0
01	01	00	00	00	00	0
01	01	00	00	00	01	0
01	01	00	00	00	11	0
01	01	00	00	01	00	31
01	01	00	00	01	01	0
01	01	00	00	01	11	0
01	01	00	00	11	00	0
01	01	00	00	11	01	0
01	01	00	00	11	11	0
01	01	00	01	00	00	29
01	01	00	01	00	01	0
01	01	00	01	00	11	0
01	01	00	01	01	00	192937
01	01	00	01	01	01	62
01	01	00	01	01	11	24
01	01	00	01	11	00	91
01	01	00	01	11	01	0
01	01	00	01	11	11	0
01	01	00	11	00	00	0
01	01	00	11	00	01	0
01	01	00	11	00	11	0
01	01	00	11	01	00	94
01	01	00	11	01	01	2
01	01	00	11	01	11	0
01	01	00	11	11	00	0
01	01	00	11	11	01	0
01	01	00	11	11	11	0
01	01	01	00	00	00	0
01	01	01	00	00	01	0
01	01	01	00	00	11	0
01	01	01	00	01	00	0
01	01	01	00	01	01	8
01	01	01	00	01	11	0
01	01	01	00	11	00	0
01	01	01	00	11	01	1
01	01	01	00	11	11	0
01	01	01	01	00	00	0
01	01	01	01	00	01	34
01	01	01	01	00	11	0
01	01	01	01	01	00	67
01	01	01	01	01	01	61545
01	01	01	01	01	11	111
01	01	01	01	11	00	1
01	01	01	01	11	01	58
01	01	01	01	11	11	1
01	01	01	11	00	00	0
01	01	01	11	00	01	0
01	01	01	11	00	11	0
01	01	01	11	01	00	0
01	01	01	11	01	01	22
01	01	01	11	01	11	0
01	01	01	11	11	00	0
01	01	01	11	11	01	0
01	01	01	11	11	11	0
01	01	11	00	00	00	0
01	01	11	00	00	01	0
01	01	11	00	00	11	0
01	01	11	00	01	00	0
01	01	11	00	01	01	0
01	01	11	00	01	11	11
01	01	11	00	11	00	0
01	01	11	00	11	01	0
01	01	11	00	11	11	0
01	01	11	01	00	00	0
01	01	11	01	00	01	0
01	01	11	01	00	11	31
01	01	11	01	01	00	27
01	01	11	01	01	01	95
01	01	11	01	01	11	80190
01	01	11	01	11	00	0
01	01	11	01	11	01	0
01	01	11	01	11	11	52
01	01	11	11	00	00	0
01	01	11	11	00	01	0
01	01	11	11	00	11	0
01	01	11	11	01	00	0
01	01	11	11	01	01	1
01	01	11	11	01	11	45
01	01	11	11	11	00	0
01	01	11	11	11	01	0
01	01	11	11	11	11	1
01	11	00	00	00	00	0
01	11	00	00	00	01	0
01	11	00	00	00	11	0
01	11	00	00	01	00	0
01	11	00	00	01	01	0
01	11	00	00	01	11	0
01	11	00	00	11	00	0
01	11	00	00	11	01	0
01	11	00	00	11	11	0
01	11	00	01	00	00	4
01	11	00	01	00	01	0
01	11	00	01	00	11	1
01	11	00	01	01	00	185
01	11	00	01	01	01	0
01	11	00	01	01	11	0
01	11	00	01	11	00	116
01	11	00	01	11	01	37
01	11	00	01	11	11	13
01	11	00	11	00	00	0
01	11	00	11	00	01	0
01	11	00	11	00	11	0
01	11	00	11	01	00	0
01	11	00	11	01	01	0
01	11	00	11	01	11	0
01	11	00	11	11	00	0
01	11	00	11	11	01	0
01	11	00	11	11	11	0
01	11	01	00	00	00	0
01	11	01	00	00	01	0
01	11	01	00	00	11	0
01	11	01	00	01	00	0
01	11	01	00	01	01	0
01	11	01	00	01	11	0
01	11	01	00	11	00	0
01	11	01	00	11	01	11
01	11	01	00	11	11	0
01	11	01	01	00	00	0
01	11	01	01	00	01	14
01	11	01	01	00	11	0
01	11	01	01	01	00	0
01	11	01	01	01	01	60
01	11	01	01	01	11	1
01	11	01	01	11	00	26
01	11	01	01	11	01	61725
01	11	01	01	11	11	53
01	11	01	11	00	00	0
01	11	01	11	00	01	0
01	11	01	11	00	11	0
01	11	01	11	01	00	0
01	11	01	11	01	01	0
01	11	01	11	01	11	0
01	11	01	11	11	00	0
01	11	01	11	11	01	18
01	11	01	11	11	11	0
01	11	11	00	00	00	0
01	11	11	00	00	01	0
01	11	11	00	00	11	0
01	11	11	00	01	00	0
01	11	11	00	01	01	0
01	11	11	00	01	11	0
01	11	11	00	11	00	0
01	11	11	00	11	01	0
01	11	11	00	11	11	9
01	11	11	01	00	00	1
01	11	11	01	00	01	0
01	11	11	01	00	11	15
01	11	11	01	01	00	1
01	11	11	01	01	01	0
01	11	11	01	01	11	83
01	11	11	01	11	00	23
01	11	11	01	11	01	66
01	11	11	01	11	11	79306
01	11	11	11	00	00	0
01	11	11	11	00	01	0
01	11	11	11	00	11	0
01	11	11	11	01	00	0
01	11	11	11	01	01	0
01	11	11	11	01	11	0
01	11	11	11	11	00	0
01	11	11	11	11	01	0
01	11	11	11	11	11	33
11	00	00	00	00	00	45
11	00	00	00	00	01	0
11	00	00	00	00	11	0
11	00	00	00	01	00	0
11	00	00	00	01	01	0
11	00	00	00	01	11	0
11	00	00	00	11	00	0
11	00	00	00	11	01	0
11	00	00	00	11	11	0
11	00	00	01	00	00	75
11	00	00	01	00	01	0
11	00	00	01	00	11	0
11	00	00	01	01	00	0
11	00	00	01	01	01	0
11	00	00	01	01	11	0
11	00	00	01	11	00	0
11	00	00	01	11	01	0
11	00	00	01	11	11	0
11	00	00	11	00	00	146
11	00	00	11	00	01	61
11	00	00	11	00	11	15
11	00	00	11	01	00	0
11	00	00	11	01	01	0
11	00	00	11	01	11	0
11	00	00	11	11	00	0
11	00	00	11	11	01	0
11	00	00	11	11	11	0
11	00	01	00	00	00	0
11	00	01	00	00	01	27
11	00	01	00	00	11	0
11	00	01	00	01	00	0
11	00	01	00	01	01	0
11	00	01	00	01	11	0
11	00	01	00	11	00	0
11	00	01	00	11	01	0
11	00	01	00	11	11	0
11	00	01	01	00	00	0
11	00	01	01	00	01	57
11	00	01	01	00	11	0
11	00	01	01	01	00	0
11	00	01	01	01	01	0
11	00	01	01	01	11	0
11	00	01	01	11	00	0
11	00	01	01	11	01	0
11	00	01	01	11	11	0
11	00	01	11	00	00	21
11	00	01	11	00	01	188817
11	00	01	11	00	11	77
11	00	01	11	01	00	0
11	00	01	11	01	01	13
11	00	01	11	01	11	0
11	00	01	11	11	00	0
11	00	01	11	11	01	7
11	00	01	11	11	11	0
11	00	11	00	00	00	0
11	00	11	00	00	01	0
11	00	11	00	00	11	0
11	00	11	00	01	00	0
11	00	11	00	01	01	0
11	00	11	00	01	11	0
11	00	11	00	11	00	0
11	00	11	00	11	01	0
11	00	11	00	11	11	0
11	00	11	01	00	00	0
11	00	11	01	00	01	1
11	00	11	01	00	11	0
11	00	11	01	01	00	0
11	00	11	01	01	01	0
11	00	11	01	01	11	0
11	00	11	01	11	00	0
11	00	11	01	11	01	0
11	00	11	01	11	11	0
11	00	11	11	00	00	4
11	00	11	11	00	01	165
11	00	11	11	00	11	42
11	00	11	11	01	00	0
11	00	11	11	01	01	0
11	00	11	11	01	11	1
11	00	11	11	11	00	0
11	00	11	11	11	01	0
11	00	11	11	11	11	5
11	01	00	00	00	00	0
11	01	00	00	00	01	0
11	01	00	00	00	11	0
11	01	00	00	01	00	2
11	01	00	00	01	01	0
11	01	00	00	01	11	0
11	01	00	00	11	00	0
11	01	00	00	11	01	0
11	01	00	00	11	11	0
11	01	00	01	00	00	0
11	01	00	01	00	01	0
11	01	00	01	00	11	0
11	01	00	01	01	00	163
11	01	00	01	01	01	0
11	01	00	01	01	11	0
11	01	00	01	11	00	0
11	01	00	01	11	01	0
11	01	00	01	11	11	0
11	01	00	11	00	00	0
11	01	00	11	00	01	0
11	01	00	11	00	11	0
11	01	00	11	01	00	46
11	01	00	11	01	01	4
11	01	00	11	01	11	1
11	01	00	11	11	00	0
11	01	00	11	11	01	0
11	01	00	11	11	11	0
11	01	01	00	00	00	0
11	01	01	00	00	01	0
11	01	01	00	00	11	0
11	01	01	00	01	00	0
11	01	01	00	01	01	1
11	01	01	00	01	11	0
11	01	01	00	11	00	0
11	01	01	00	11	01	0
11	01	01	00	11	11	0
11	01	01	01	00	00	0
11	01	01	01	00	01	0
11	01	01	01	00	11	0
11	01	01	01	01	00	0
11	01	01	01	01	01	32
11	01	01	01	01	11	1
11	01	01	01	11	00	0
11	01	01	01	11	01	1
11	01	01	01	11	11	0
11	01	01	11	00	00	0
11	01	01	11	00	01	45
11	01	01	11	00	11	0
11	01	01	11	01	00	1
11	01	01	11	01	01	562
11	01	01	11	01	11	1
11	01	01	11	11	00	0
11	01	01	11	11	01	56
11	01	01	11	11	11	0
11	01	11	00	00	00	0
11	01	11	00	00	01	0
11	01	11	00	00	11	0
11	01	11	00	01	00	0
11	01	11	00	01	01	0
11	01	11	00	01	11	1
11	01	11	00	11	00	0
11	01	11	00	11	01	0
11	01	11	00	11	11	0
11	01	11	01	00	00	0
11	01	11	01	00	01	0
11	01	11	01	00	11	0
11	01	11	01	01	00	0
11	01	11	01	01	01	0
11	01	11	01	01	11	84
11	01	11	01	11	00	0
11	01	11	01	11	01	0
11	01	11	01	11	11	0
11	01	11	11	00	00	0
11	01	11	11	00	01	0
11	01	11	11	00	11	0
11	01	11	11	01	00	2
11	01	11	11	01	01	3
11	01	11	11	01	11	6522
11	01	11	11	11	00	0
11	01	11	11	11	01	0
11	01	11	11	11	11	7
11	11	00	00	00	00	0
11	11	00	00	00	01	0
11	11	00	00	00	11	0
11	11	00	00	01	00	0
11	11	00	00	01	01	0
11	11	00	00	01	11	0
11	11	00	00	11	00	0
11	11	00	00	11	01	0
11	11	00	00	11	11	0
11	11	00	01	00	00	0
11	11	00	01	00	01	0
11	11	00	01	00	11	0
11	11	00	01	01	00	0
11	11	00	01	01	01	0
11	11	00	01	01	11	0
11	11	00	01	11	00	0
11	11	00	01	11	01	0
11	11	00	01	11	11	0
11	11	00	11	00	00	0
11	11	00	11	00	01	0
11	11	00	11	00	11	0
11	11	00	11	01	00	0
11	11	00	11	01	01	0
11	11	00	11	01	11	0
11	11	00	11	11	00	31
11	11	00	11	11	01	1
11	11	00	11	11	11	2
11	11	01	00	00	00	0
11	11	01	00	00	01	0
11	11	01	00	00	11	0
11	11	01	00	01	00	0
11	11	01	00	01	01	0
11	11	01	00	01	11	0
11	11	01	00	11	00	0
11	11	01	00	11	01	1
11	11	01	00	11	11	0
11	11	01	01	00	00	0
11	11	01	01	00	01	0
11	11	01	01	00	11	0
11	11	01	01	01	00	0
11	11	01	01	01	01	0
11	11	01	01	01	11	0
11	11	01	01	11	00	0
11	11	01	01	11	01	49
11	11	01	01	11	11	0
11	11	01	11	00	00	0
11	11	01	11	00	01	10
11	11	01	11	00	11	0
11	11	01	11	01	00	0
11	11	01	11	01	01	31
11	11	01	11	01	11	0
11	11	01	11	11	00	1
11	11	01	11	11	01	133
11	11	01	11	11	11	16
11	11	11	00	00	00	0
11	11	11	00	00	01	0
11	11	11	00	00	11	0
11	11	11	00	01	00	0
11	11	11	00	01	01	0
11	11	11	00	01	11	0
11	11	11	00	11	00	0
11	11	11	00	11	01	0
11	11	11	00	11	11	3
11	11	11	01	00	00	0
11	11	11	01	00	01	0
11	11	11	01	00	11	0
11	11	11	01	01	00	0
11	11	11	01	01	01	0
11	11	11	01	01	11	0
11	11	11	01	11	00	0
11	11	11	01	11	01	0
11	11	11	01	11	11	72
11	11	11	11	00	00	0
11	11	11	11	00	01	0
11	11	11	11	00	11	0
11	11	11	11	01	00	1
11	11	11	11	01	01	0
11	11	11	11	01	11	9
11	11	11	11	11	00	1
11	11	11	11	11	01	7
11	11	11	11	11	11	20566
